ID,CAUSA,VICTIMA,TIPO_VEHICULO_VICTIMA,MARCA_VEHICULO_VICTIMA,MODELO_VEHICULO_VICTIMA,COLECTIVO_VICTIMA,INTERNO_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,SRIO_NRO,repetido
5572,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AVEO,,,Masculino,30,5462,
5573,HOMICIDIO,CONDUCTOR,MOTO,HONDA,WAVE,,,Masculino,20,3924,
5574,LESIONES,CONDUCTOR,MOTO,HONDA,WEY110,,,Masculino,18,5461,
5575,LESIONES,CONDUCTOR,SIN DATOS,,,,,Masculino,28,423,
5576,LESIONES,CONDUCTOR,MOTO,HONDA,TORNADO,,,Masculino,34,4157,
5577,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,39,2146,
5578,LESIONES,CONDUCTOR,MOTO,HONDA,FALCON,,,Masculino,43,2148,
5579,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,FORD,FOCUS,,,Masculino,24,2147,
5580,LESIONES,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Femenino,23,3103,
5580,LESIONES,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Femenino,23,3103,1
5581,LESIONES,PEATON,PEATON,,,,,Femenino,80,2769,
5582,LESIONES,PEATON,PEATON,,,,,Femenino,27,4105,
5583,LESIONES,CONDUCTOR,MOTO,HONDA,XR,,,Masculino,25,4146,
5584,LESIONES,CONDUCTOR,MOTO,SUZUKI,250,,,Masculino,54,871,
5585,LESIONES,PEATON,PEATON,,,,,Femenino,44,4317,
5586,LESIONES,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Masculino,43,874,
5587,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,19,,,Masculino,45,7078,
5588,LESIONES,PEATON,PEATON,,,,,Masculino,34,3081,
5589,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,21,2245,
5590,LESIONES,CICLISTA,SIN DATOS,,,,,Masculino,23,2768,
5591,LESIONES,CONDUCTOR,MOTO,MOTOMEL,BLITZ,,,Masculino,21,3718,
5592,LESIONES,CONDUCTOR,BICICLETA,SIN DATOS,MONTAIN BIKE,,,Masculino,54,4451,
5593,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Femenino,47,3477,
5594,LESIONES,CONDUCTOR,MOTO,ZANELLA,RX 125,,,Masculino,29,2800,
5595,LESIONES,PEATON,PEATON,,,,,Femenino,90,3199,
5596,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,45,4216,
5597,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,VOLKSWAGEN,VOYAGE,,,Masculino,34,5784,
5598,LESIONES,CONDUCTOR,MOTO,MOTOMEL,C150,,,Masculino,21,4459,
5599,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,29,5572,
5600,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,Logan,,,Masculino,38,415,
5600,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,RENAULT,Logan,,,Femenino,35,415,
5601,LESIONES,PEATON,PEATON,,,,,Masculino,49,2250,
5602,LESIONES,CICLISTA,BICICLETA,SIN DATOS,MONTAIN BIKE,,,Masculino,24,3911,
5603,LESIONES,CONDUCTOR,MOTO,ZANELLA,ZR 150,,,Masculino,37,2710,
5604,LESIONES,CONDUCTOR,CAMIONETA,FIAT,FIORINO,,,Masculino,21,6115,
5605,LESIONES,CICLISTA,BICICLETA,SIN DATOS,RODADO 28,,,Masculino,17,5812,
5606,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,68,5324,
5607,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,YBR 125,,,Femenino,17,2472,
5608,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,BRAVA,ALTINO 150,,,Femenino,25,4364,
5608,LESIONES,CONDUCTOR,AUTO PARTICULAR,BRAVA,ALTINO 150,,,Masculino,23,4364,
5609,LESIONES,CONDUCTOR,MOTO,HONDA,NO HAY DATOS,,,Masculino,34,996,
5610,LESIONES,PEATON,PEATON,,,,,Masculino,63,3540,
5611,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,29,3052,
5612,LESIONES,PEATON,PEATON,,,,,Femenino,52,7783,
5613,LESIONES,CONDUCTOR,MOTO,YAMAHA,FZ,,,Masculino,21,7785,
5614,LESIONES,PEATON,PEATON,,,,,Femenino,83,7781,
5615,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,31,5983,
5616,LESIONES,CONDUCTOR,MOTO,GILERA,G 1,,,Masculino,47,2956,
5617,LESIONES,CONDUCTOR,MOTO,YAMAHA,110,,,Masculino,29,4915,
5618,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Femenino,40,4764,
5619,LESIONES,CONDUCTOR,TAXI/REMIS,RENAULT,Logan,,,Masculino,59,2986,
5620,LESIONES,NO HAY DATOS,BICICLETA,SIN DATOS,PLAYERA,,,Masculino,46,5268,
5621,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,67,4647,
5622,LESIONES,PEATON,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,12,2058,
5623,LESIONES,CONDUCTOR,MOTO,HONDA,CG,,,Masculino,26,3242,
5624,LESIONES,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,306,,,Masculino,31,6350,
5625,LESIONES,PEATON,PEATON,,,,,Masculino,43,4759,
5626,LESIONES,CONDUCTOR,UTILITARIO,MERCEDES BENZ,SPRINTER,,,Masculino,41,3537,
5627,LESIONES,PEATON,SIN DATOS,,,,,Masculino,65,5057,
5628,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 21,INT 2205,Femenino,72,4723,
5628,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 21,INT 2205,Femenino,72,4723,1
5629,LESIONES,CONDUCTOR,MOTO,BAJAJ,ROUSER,,,Masculino,23,3685,
5630,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR,,,Masculino,21,3521,
5631,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,SPIN,,,Masculino,21,5882,
5632,LESIONES,CONDUCTOR,CAMIONETA,TOYOTA,HIACE,,,Masculino,51,6314,
5633,LESIONES,PEATON,PEATON,,,,,Femenino,79,3527,
5634,LESIONES,PEATON,SIN DATOS,,,,,Masculino,10,4710,
5634,LESIONES,PEATON,SIN DATOS,,,,,Femenino,29,4710,
5635,LESIONES,CONDUCTOR,MOTO,SUZUKI,NO HAY DATOS,,,Masculino,23,3872,
5636,LESIONES,CONDUCTOR,MOTO,SIN DATOS,NO HAY DATOS,,,Masculino,26,3053,
5637,LESIONES,CONDUCTOR,MOTO,GUERRERO,GR 1,,,Masculino,40,4646,
5638,LESIONES,CICLISTA,SIN DATOS,,,,,Masculino,22,2864,
5639,LESIONES,PEATON,PEATON,,,,,Femenino,70,2338,
5640,LESIONES,PEATON,SIN DATOS,,,,,Masculino,66,4762,
5641,LESIONES,CONDUCTOR,MOTO,HONDA,125,,,Masculino,34,4879,
5641,LESIONES,CONDUCTOR,MOTO,HONDA,125,,,Masculino,34,4879,1
5642,LESIONES,PASAJERO/ACOMPA�ANTE,BICICLETA,FORD,ECO SPORT,,,Femenino,37,2287,
5642,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 15,INT 29,Femenino,51,2287,
5643,LESIONES,PEATON,SIN DATOS,,,,,Masculino,44,3879,
5644,LESIONES,CONDUCTOR,MOTO,SUZUKI,NO HAY DATOS,,,Masculino,18,6663,
5645,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),CHEVROLET,MERIVA,,,Masculino,30,3190,
5646,LESIONES,CONDUCTOR,AUTO PARTICULAR,BMW,NO HAY DATOS,,,Femenino,36,778,
5647,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,ZANELLA,ZR 200,,,Femenino,17,6246,
5647,LESIONES,CONDUCTOR,MOTO,ZANELLA,ZR 200,,,Masculino,20,6246,
5648,LESIONES,CONDUCTOR,MOTO,YAMAHA,FZ,,,Masculino,34,2990,
5649,LESIONES,PEATON,PEATON,,,,,Masculino,15,192,
5650,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,CHEVROLET,NO HAY DATOS,,,Femenino,42,336,
5651,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,KA,,,Femenino,17,253,
5652,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,30,190,
5653,LESIONES,CONDUCTOR,MOTO,YAMAHA,125,,,Masculino,31,155,
5654,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FORD,ORION,,,Femenino,65,376,
5654,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FORD,ORION,,,Femenino,37,376,
5655,LESIONES,PEATON,PEATON,,,,,Masculino,34,222,
5655,LESIONES,PEATON,PEATON,,,,,Masculino,34,222,1
5655,LESIONES,PEATON,PEATON,,,,,Masculino,34,222,1
5656,LESIONES,PEATON,PEATON,,,,,Masculino,999,197,
5657,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR,,,Femenino,29,146,
5658,LESIONES,CONDUCTOR,CAMIONETA,FORD,F 250,,,Masculino,42,237,
5659,LESIONES,CONDUCTOR,AUTO PARTICULAR,HONDA,CIVIC,,,Femenino,69,275,
5660,LESIONES,CONDUCTOR,MOTO,HONDA,NO HAY DATOS,,,Masculino,26,165,
5661,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,23,99,
5662,LESIONES,CONDUCTOR,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,27,148,
5663,LESIONES,CONDUCTOR,MOTO,CERRO,NO HAY DATOS,,,Masculino,28,260,
5664,LESIONES,PEATON,PEATON,,,,,Femenino,2,350,
5665,LESIONES,CONDUCTOR,MOTO,ZANELLA,RX 150,,,Femenino,19,358,
5666,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Femenino,49,178,
5667,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,25,129,
5668,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,21,342,
5669,LESIONES,PEATON,PEATON,,,,,Femenino,55,791,
5670,LESIONES,PEATON,PEATON,,,,,Femenino,27,685,
5670,LESIONES,PEATON,PEATON,,,,,Femenino,27,685,1
5671,LESIONES,PEATON,PEATON,,,,,Masculino,27,592,
5672,LESIONES,PEATON,PEATON,,,,,Femenino,33,601,
5673,LESIONES,PEATON,PEATON,,,,,Masculino,9,792,
5674,LESIONES,CONDUCTOR,MOTO,VOLKSWAGEN,GOL,,,Masculino,37,487,
5675,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,23,532,
5676,LESIONES,PEATON,PEATON,,,,,Masculino,80,316,
5676,LESIONES,PEATON,PEATON,,,,,Masculino,80,316,1
5677,LESIONES,CONDUCTOR,MOTO,ZANELLA,RX 125,,,Masculino,27,524,
5678,LESIONES,PEATON,PEATON,,,,,Femenino,40,868,
5679,LESIONES,PEATON,PEATON,,,,,Femenino,45,547,
5680,LESIONES,PEATON,PEATON,,,,,Femenino,51,953,
5681,LESIONES,CONDUCTOR,MOTO,BRAVA,150,,,Masculino,25,332,
5681,LESIONES,CONDUCTOR,MOTO,HONDA,CG,,,Masculino,35,337,
5682,LESIONES,PEATON,PEATON,,,,,Masculino,64,335,
5683,LESIONES,CONDUCTOR,MOTO,YAMAHA,Y 125,,,Masculino,27,280,
5684,LESIONES,PEATON,PEATON,,,,,Masculino,50,1058,
5685,LESIONES,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,692,
5686,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,FIAT,SIENA,,,Masculino,40,352,
5686,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,FIAT,SIENA,,,Masculino,40,352,1
5687,LESIONES,PEATON,PEATON,,,,,Femenino,47,317,
5687,LESIONES,PEATON,PEATON,,,,,Femenino,47,317,1
5688,LESIONES,PEATON,PEATON,,,,,Masculino,16,764,
5689,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,34,371,
5690,LESIONES,PEATON,PEATON,,,,,Masculino,37,277,
5690,LESIONES,PEATON,PEATON,,,,,Masculino,37,277,1
5691,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,23,652,
5691,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,23,652,1
5692,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,CHEVROLET,CORSA,,,Femenino,5,942,
5692,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,CHEVROLET,CORSA,,,Femenino,5,942,1
5693,LESIONES,PEATON,PEATON,,,,,Femenino,40,408,
5693,LESIONES,PEATON,PEATON,,,,,Masculino,2,408,
5694,LESIONES,PEATON,PEATON,,,,,Femenino,76,253,
5695,LESIONES,CONDUCTOR,MOTO,KAWASAKI,NINJA,,,Masculino,54,689,
5696,LESIONES,CONDUCTOR,MOTO,YAMAHA,XTZ 250,,,Masculino,32,359,
5697,LESIONES,CONDUCTOR,MOTO,MOTOMEL,NO HAY DATOS,,,Masculino,19,646,
5698,LESIONES,PEATON,PEATON,,,,,Masculino,12,1300,
5699,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR,,,Masculino,52,853,
5700,LESIONES,CONDUCTOR,OTROS,,,,,Masculino,30,1462,
5701,LESIONES,CONDUCTOR,MOTO,HONDA,TITAN ESD,,,Masculino,48,221,
5702,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),CHEVROLET,PRISMA,,,Masculino,54,522,
5703,LESIONES,CONDUCTOR,MOTO,GILERA,VC,,,Masculino,19,1090,
5704,LESIONES,CONDUCTOR,MOTO,MOTOMEL,CX 150,,,Masculino,42,814,
5705,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,18,1113,
5706,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,27,523,
5707,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,ZANELLA,NO HAY DATOS,,,Femenino,37,863,
5707,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,ZANELLA,NO HAY DATOS,,,Femenino,37,863,1
5708,LESIONES,CONDUCTOR,MOTO,HONDA,CG  150 CC,,,Masculino,45,1190,
5709,LESIONES,CONDUCTOR,MOTO,BAJAJ ROUSER,110,,,Masculino,18,1116,
5710,LESIONES,PEATON,PEATON,,,,,Femenino,30,940,
5711,LESIONES,PEATON,PEATON,,,,,Femenino,29,1088,
5712,LESIONES,PEATON,PEATON,,,,,Femenino,51,635,
5713,LESIONES,PEATON,PEATON,,,,,Masculino,75,1763,
5714,LESIONES,CICLISTA,BICICLETA,SIN DATOS,RODADO 26,,,Masculino,18,475,
5715,LESIONES,CONDUCTOR,MOTO,HONDA,125,,,Masculino,39,1045,
5716,LESIONES,CONDUCTOR,MOTO,HONDA,INVICTA,,,Masculino,40,1301,
5717,LESIONES,CONDUCTOR,MOTO,CORVEN,NO HAY DATOS,,,Masculino,28,818,
5718,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,23,583,
5719,LESIONES,CONDUCTOR,MOTO,BETAMOTOR,BIZ 150,,,Masculino,24,845,
5720,LESIONES,PEATON,PEATON,,,,,Femenino,13,1052,
5721,LESIONES,CONDUCTOR,BICICLETA,SIN DATOS,NO HAY DATOS,,,Femenino,25,708,
5722,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Masculino,56,400,
5723,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Masculino,56,789,
5723,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FIAT,UNO,,,Masculino,30,789,
5724,LESIONES,PEATON,PEATON,,,,,Femenino,53,858,
5725,LESIONES,PEATON,PEATON,,,,,Masculino,65,1298,
5726,LESIONES,CONDUCTOR,MOTO,YAMAHA,XTZ 250,,,Masculino,28,566,
5727,LESIONES,CONDUCTOR,AUTO PARTICULAR,CITROEN,C3,,,Masculino,33,1168,
5728,LESIONES,PEATON,PEATON,,,,,Masculino,65,1158,
5729,LESIONES,CONDUCTOR,MOTO,CORVEN,MIRAGE,,,Femenino,23,1277,
5730,LESIONES,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 5,INT 703,Masculino,26,1890,
5731,LESIONES,PEATON,PEATON,,,,,Masculino,12,1473,
5732,LESIONES,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,53,1432,
5733,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,ESCORT,,,Masculino,20,2016,
5734,LESIONES,PEATON,PEATON,,,,,Masculino,40,833,
5735,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,22,2149,
5736,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FORD,FIESTA,,,Femenino,25,733,
5737,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SAVEIRO,,,Masculino,30,1875,
5738,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,ZANELLA,STYLE,,,Masculino,52,1873,
5739,LESIONES,PEATON,PEATON,,,,,Masculino,29,1363,
5740,LESIONES,PEATON,PEATON,,,,,Femenino,37,927,
5740,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,45,929,
5741,LESIONES,CONDUCTOR,OTROS,,,,,Masculino,30,1904,
5742,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,31,1137,
5742,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,29,1137,
5742,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CELTA,,,Masculino,33,1137,
5743,LESIONES,PEATON,PEATON,,,,,Masculino,31,1038,
5744,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,SIN DATOS,NO HAY DATOS,,,Femenino,44,1192,
5745,LESIONES,CONDUCTOR,MOTO,ZANELLA,150,,,Masculino,40,1477,
5746,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,34,1868,
5747,LESIONES,PEATON,PEATON,,,,,Femenino,41,2057,
5748,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,SPAZIO,,,Masculino,33,1588,
5749,LESIONES,CONDUCTOR,MOTO,HONDA,CBX 250,,,Masculino,37,1365,
5750,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,61,1424,
5751,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,41,1123,
5752,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 22,NO HAY DATOS,Femenino,60,1792,
5753,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,31,1268,
5754,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,28,2492,
5754,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,28,2492,1
5755,LESIONES,PEATON,PEATON,,,,,Masculino,93,1506,
5756,LESIONES,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Masculino,22,2471,
5756,LESIONES,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Masculino,22,2471,1
5757,LESIONES,CONDUCTOR,MOTO,HONDA,BIZ 125,,,Masculino,999,710,
5758,LESIONES,CONDUCTOR,MOTO,HONDA,INVICTA,,,Masculino,54,930,
5759,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,9,1432,
5760,LESIONES,CICLISTA,BICICLETA,ZENITH,NO HAY DATOS,,,Masculino,36,1170,
5761,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,PARTNER,,,Masculino,39,1637,
5761,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,PARTNER,,,Masculino,39,1637,1
5762,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,21,2362,
5763,LESIONES,CONDUCTOR,MOTO,YAMAHA,XTZ 225,,,Masculino,27,1356,
5764,LESIONES,CONDUCTOR,MOTO,SUZUKI,250,,,Masculino,32,869,
5765,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HARLEY DAVIDSON,NO HAY DATOS,,,Femenino,38,865,
5765,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HARLEY DAVIDSON,NO HAY DATOS,,,Femenino,38,865,1
5766,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,23,1930,
5767,LESIONES,PEATON,PEATON,,,,,Masculino,22,3130,
5767,LESIONES,PEATON,PEATON,,,,,Masculino,22,3130,1
5768,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,38,2607,
5769,LESIONES,CONDUCTOR,AUTO PARTICULAR,HONDA,CIVIC,,,Masculino,35,2591,
5770,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FIAT,REGATTA,,,Femenino,53,1085,
5770,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FIAT,REGATTA,,,Femenino,53,1085,1
5771,LESIONES,PEATON,PEATON,,,,,Masculino,92,1971,
5772,LESIONES,PEATON,PEATON,,,,,Masculino,2,1813,
5772,LESIONES,PEATON,PEATON,,,,,Femenino,10,1813,
5772,LESIONES,PEATON,PEATON,,,,,Femenino,12,1813,
5772,LESIONES,PEATON,PEATON,,,,,Femenino,40,1813,
5773,LESIONES,PEATON,PEATON,,,,,Femenino,30,1464,
5774,LESIONES,PEATON,PEATON,,,,,Femenino,24,2041,
5775,LESIONES,CONDUCTOR,MOTO,HONDA,CG  150 TITAN,,,Masculino,28,2712,
5776,LESIONES,PEATON,PEATON,,,,,Femenino,84,1810,
5777,LESIONES,PEATON,PEATON,,,,,Femenino,58,844,
5778,LESIONES,PEATON,PEATON,,,,,Masculino,36,2584,
5778,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,NO HAY DATOS,,,Femenino,24,2584,
5779,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Femenino,31,1883,
5780,LESIONES,CONDUCTOR,MOTO,HONDA,TORNADO,,,Masculino,36,1913,
5781,LESIONES,PEATON,PEATON,,,,,Masculino,25,869,
5782,LESIONES,CONDUCTOR,MOTO,HONDA,CB 1,,,Masculino,24,1731,
5783,LESIONES,CONDUCTOR,MOTO,ZANELLA,NO HAY DATOS,,,Masculino,19,1434,
5784,LESIONES,PEATON,PEATON,,,,,Masculino,28,3035,
5785,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FORD,ESCORT,,,Femenino,28,3177,
5785,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FORD,ESCORT,,,Femenino,28,3177,1
5786,LESIONES,CONDUCTOR,MOTO,MONDIAL,150,,,Masculino,36,2134,
5787,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,23,2305,
5788,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,YBR 125,,,Femenino,29,3167,
5789,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,23,3161,
5790,LESIONES,PEATON,PEATON,,,,,Masculino,39,1668,
5791,LESIONES,CONDUCTOR,MOTO,BETAMOTOR,NO HAY DATOS,,,Masculino,32,1349,
5792,LESIONES,CONDUCTOR,MOTO,HONDA,CG  125,,,Masculino,37,1609,
5793,LESIONES,PEATON,PEATON,,,,,Masculino,14,2444,
5794,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,4,2891,
5795,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 110,INT 61,Femenino,28,1405,
5796,LESIONES,CONDUCTOR,AUTO PARTICULAR,HONDA,CIVIC,,,Masculino,35,3131,
5797,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR,,,Masculino,29,1399,
5798,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,30,1571,
5799,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,SPARK,,,Femenino,27,1566,
5800,LESIONES,CONDUCTOR,MOTO,HONDA,ELITE 125,,,Masculino,42,2018,
5801,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,38,2406,
5802,LESIONES,CONDUCTOR,MOTO,YAMAHA,XTZ,,,Masculino,26,3032,
5803,LESIONES,CONDUCTOR,MOTO,ZANELLA,RX 150,,,Masculino,39,3139,
5804,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,67,2335,
5805,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,59,2363,
5806,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,22,2405,
5807,LESIONES,PEATON,PEATON,,,,,Masculino,61,1285,
5808,LESIONES,CONDUCTOR,MOTO,CORVEN,NO HAY DATOS,,,Masculino,29,2332,
5809,LESIONES,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,504,,,Masculino,55,3310,
5810,LESIONES,CONDUCTOR,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,FORD,NO HAY DATOS,,,Masculino,999,1766,
5810,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,18,,,Masculino,999,1766,
5810,LESIONES,CONDUCTOR,CAMIONETA,PEUGEOT,PARTNER,,,Masculino,999,1766,
5811,LESIONES,CONDUCTOR,MOTO,BRAVA,NO HAY DATOS,,,Masculino,25,2890,
5812,LESIONES,CONDUCTOR + PEATON,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,27,2955,
5813,LESIONES,PEATON,PEATON,,,,,Femenino,86,3406,
5814,LESIONES,PEATON,SIN DATOS,,,,,Masculino,28,3398,
5815,LESIONES,CONDUCTOR,MOTO,BETAMOTOR,125,,,Masculino,40,3673,
5816,LESIONES,PEATON,PEATON,,,,,Masculino,30,2969,
5817,LESIONES,PEATON,PEATON,,,,,Femenino,56,1343,
5818,LESIONES,CONDUCTOR,MOTO,HONDA,TORNADO,,,Masculino,46,3684,
5819,LESIONES,CONDUCTOR,MOTO,HONDA,CG  125,,,Masculino,25,2143,
5820,LESIONES,CONDUCTOR,MOTO,SUZUKI,NO HAY DATOS,,,Masculino,32,3412,
5821,LESIONES,PEATON,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,SIN DATOS,NO HAY DATOS,,,Masculino,25,2136,
