ORDEN,ID,Fuente,PERIODO,COMISARIA,FECHA,HORA,TIPO_COLISION,TIPO_HECHO,LUGAR_DEL_HECHO,DIRECCION_NORMALIZADA,TIPO_DE_CALLE,Dirección Normalizada (ArcGIS),Calle,Altura,Cruce,Código de Calle,Código de Cruce,Geocodificación,Franja horaria,Día de la semana,Semestre,repetido,POINT_X,POINT_Y
7301,5523,POLICIA FEDERAL 2015,SEPTIEMBRE,18,18/09/2015,6:20:00 PM,VEHICULO - PEATON,ATROPELLO,1065 SOLIS,SOLIS 1065,CALLE,1065 SOLIS,SOLIS,1065,0,20106,0,POINT(106709.064422 100919.303742),0,6,2,0,-58.39014228,-34.62096148
7598,5524,POLICIA FEDERAL 2015,SEPTIEMBRE,33,18/09/2015,8:30:00 AM,VEHICULO - PEATON,ATROPELLO,2109 AVDA CABILDO,CABILDO AV. 2109,AVENIDA,2109 CABILDO AV.,CABILDO AV.,2109,0,3005,0,POINT(100603.364665 107483.666377),0,6,2,0,-58.45672477,-34.56180884
7969,5525,POLICIA FEDERAL 2015,SEPTIEMBRE,42,18/09/2015,6:15:00 PM,VEHICULO - MOTO,COLISION,2436 MURGUIONDO,MURGUIONDO 2436,CALLE,2436 MURGUIONDO,MURGUIONDO,2436,0,13145,0,POINT(96981.4614743 96479.8033474),0,6,2,0,-58.49623089,-34.66099775
7242,5526,POLICIA FEDERAL 2015,SEPTIEMBRE,7,18/09/2015,8:25:00 PM,VEHICULO - MOTO,COLISION,261 CASTELLI,CASTELLI 261,CALLE,261 CASTELLI,CASTELLI,261,0,3091,0,POINT(105379.034095 102474.568233),1,6,2,0,-58.40465505,-34.60694946
7547,5527,POLICIA FEDERAL 2015,SEPTIEMBRE,27,18/09/2015,12:20:00 PM,VEHICULO - MOTO,COLISION,2634 AVDA JUAN B JUSTO,"JUSTO, JUAN B. AV. 2634",AVENIDA,"2634 JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV.",2634,0,10018,0,POINT(101711.728751 103786.344322),0,6,2,0,-58.44464021,-34.59513702
7288,5528,POLICIA FEDERAL 2015,SEPTIEMBRE,9,18/09/2015,7:00:00 PM,VEHICULO - VEHICULO,COLISION,3650 AVDA CORDOBA,CORDOBA AV. 3650,AVENIDA,3650 CORDOBA AV.,CORDOBA AV.,3650,0,3165,0,POINT(104151.035644 103479.705692),0,6,2,0,-58.41804809,-34.59789436
7968,5529,POLICIA FEDERAL 2015,SEPTIEMBRE,42,18/09/2015,2:50:00 PM,VEHICULO - PEATON,ATROPELLO,389 AVDA ESCALADA,ESCALADA AV. 389,AVENIDA,389 ESCALADA AV.,ESCALADA AV.,389,0,5067,0,POINT(96658.3742781 98651.5510851),0,6,2,0,-58.49974691,-34.64141983
7921,5530,POLICIA FEDERAL 2015,SEPTIEMBRE,40,18/09/2015,6:02:00 PM,VEHICULO - PEATON,ATROPELLO,4534 AVDA JUAN B ALBERDI,"ALBERDI, JUAN BAUTISTA AV. 4534",AVENIDA,"4534 ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV.",4534,0,1033,0,POINT(97558.9293435 98545.3157969),0,6,2,0,-58.48992491,-34.64238006
7484,5531,POLICIA FEDERAL 2015,SEPTIEMBRE,28,18/09/2015,11:30:00 PM,VEHICULO - VEHICULO,COLISION,ALBERTI Y BRASIL,ALBERTI y BRASIL,CALLE,ALBERTI & BRASIL,ALBERTI,0,BRASIL,1034,2111,POINT(105881.1484375 99792.46875),1,6,2,0,-58.39916236,-34.63112424
7362,5532,POLICIA FEDERAL 2015,SEPTIEMBRE,15,18/09/2015,2:00:00 PM,SIN DATOS,SIN DATOS,ARENALES Y AV.9 DE JULIO,ARENALES y 9 DE JULIO AV.,AVENIDA,ARENALES & 9 DE JULIO AV.,ARENALES,0,9 DE JULIO AV.,1104,14029,POINT(107453.882469082 103884.507527597),0,6,2,0,-58.38204643,-34.59422682
7214,5533,POLICIA FEDERAL 2015,SEPTIEMBRE,5,18/09/2015,6:30:00 PM,BICICLETA - PEATON,ATROPELLO,AV CORRIENTES Y MONTEVIDEO,CORRIENTES AV. y MONTEVIDEO,AVENIDA,CORRIENTES AV. & MONTEVIDEO,CORRIENTES AV.,0,MONTEVIDEO,3174,13118,POINT(106779.25 102776.5703125),0,6,2,0,-58.38939167,-34.60421887
7659,5534,POLICIA FEDERAL 2015,SEPTIEMBRE,10,18/09/2015,8:10:00 AM,VEHICULO - MOTO,COLISION,AV LA PLATA 83,LA PLATA AV. 83,AVENIDA,83 LA PLATA AV.,LA PLATA AV.,83,0,12054,0,POINT(103135.208886 101447.832421),0,6,2,0,-58.42911451,-34.61621407
7883,5535,POLICIA FEDERAL 2015,SEPTIEMBRE,49,18/09/2015,2:50:00 PM,VEHICULO - MOTO,COLISION,AV. DR RICARDO BALBIN Y AVDA GRAL PAZ COLECTORA,"BALBIN, RICARDO, DR. AV. y PAZ, GRAL. AV.",AVENIDA,"BALBIN, RICARDO, DR. AV. & PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.",0,"PAZ, GRAL. AV.",4053,17041,POINT(96570.7437657423 108822.724425887),0,6,2,0,-58.50066096,-34.54973216
7172,5536,POLICIA FEDERAL 2015,SEPTIEMBRE,14,18/09/2015,10:03:00 PM,VEHICULO - MOTO,COLISION,AV. JUAN DE GARAY Y BALCARCE,"GARAY, JUAN DE AV. y BALCARCE",AVENIDA,"GARAY, JUAN DE AV. & BALCARCE","GARAY, JUAN DE AV.",0,BALCARCE,7026,2014,POINT(108578.6484375 100562.8984375),1,6,2,0,-58.36975225,-34.62416043
7171,5537,POLICIA FEDERAL 2015,SEPTIEMBRE,14,18/09/2015,7:30:00 AM,MOTO - PEATON,ATROPELLO,AV. SAN JUAN Y BOLIVAR,SAN JUAN AV. y BOLIVAR,AVENIDA,SAN JUAN AV. & BOLIVAR,SAN JUAN AV.,0,BOLIVAR,20040,2092,POINT(108299.5859375 100815.0078125),0,6,2,0,-58.37279779,-34.6218901
7688,5538,POLICIA FEDERAL 2015,SEPTIEMBRE,13,18/09/2015,12:40:00 PM,VEHICULO - PEATON,ATROPELLO,AV. SAN MARTIN Y LUIS VIALE,"SAN MARTIN AV. y VIALE, LUIS",AVENIDA,"SAN MARTIN AV. & VIALE, LUIS",SAN MARTIN AV.,0,"VIALE, LUIS",20045,23044,POINT(101152.125 102526.5546875),0,6,2,0,-58.45073877,-34.60649406
7860,5539,POLICIA FEDERAL 2015,SEPTIEMBRE,47,18/09/2015,3:50:00 PM,VEHICULO - BICICLETA,COLISION,AV. SAN MARTIN Y MELINCUE,SAN MARTIN AV. y MELINCUE,AVENIDA,SAN MARTIN AV. & MELINCUE,SAN MARTIN AV.,0,MELINCUE,20045,13064,POINT(98022.8046875 103509.1875),0,6,2,0,-58.48485349,-34.59763476
7409,5540,POLICIA FEDERAL 2015,SEPTIEMBRE,21,18/09/2015,8:40:00 PM,MOTO - PEATON,ATROPELLO,AV. SANTA FE 3630,SANTA FE AV. 3630,AVENIDA,3630 SANTA FE AV.,SANTA FE AV.,3630,0,20057,0,POINT(104388.945048 104845.240854),1,6,2,0,-58.41546154,-34.58558385
8032,5541,POLICIA FEDERAL 2015,SEPTIEMBRE,48,18/09/2015,9:00:00 AM,VEHICULO - VEHICULO,COLISION,AV.GRAL PAZ 15500,"PAZ, GRAL. AV. 15500",AVENIDA,"15500 PAZ, GRAL. AV.","PAZ, GRAL. AV.",15500,0,17041,0,POINT(97953.6729421 93823.5334519),0,6,2,0,-58.48563113,-34.68494467
7674,5542,POLICIA FEDERAL 2015,SEPTIEMBRE,11,18/09/2015,10:45:00 AM,VEHICULO - MOTO,COLISION,AVDA ANGEL GALLARDO 800,"GALLARDO, ANGEL AV. 800",AVENIDA,"800 GALLARDO, ANGEL AV.","GALLARDO, ANGEL AV.",800,0,7016,0,POINT(102003.843829 102548.964538),0,6,2,0,-58.44145305,-34.60629078
7280,5543,POLICIA FEDERAL 2015,SEPTIEMBRE,9,18/09/2015,4:50:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA CORDOBA & BILLINGHURST,CORDOBA AV. y BILLINGHURST,AVENIDA,CORDOBA AV. & BILLINGHURST,CORDOBA AV.,0,BILLINGHURST,3165,2082,POINT(104464.78125 103479.1640625),0,6,2,0,-58.41462786,-34.59789794
7131,5544,POLICIA FEDERAL 2015,SEPTIEMBRE,3,18/09/2015,3:40:00 PM,VEHICULO - VEHICULO,COLISION,AVDA CORRIENTES & CARLOS PELLEGRINI,"CORRIENTES AV. y PELLEGRINI, CARLOS",AVENIDA,"CORRIENTES AV. & PELLEGRINI, CARLOS",CORRIENTES AV.,0,"PELLEGRINI, CARLOS",3174,17052,POINT(107553.0390625 102796.203125),0,6,2,0,-58.38095594,-34.60403654
7375,5545,POLICIA FEDERAL 2015,SEPTIEMBRE,17,18/09/2015,8:14:00 AM,VEHICULO - PEATON,ATROPELLO,AVDA. CALLAO Y PARAGUAY,CALLAO AV. y PARAGUAY,AVENIDA,CALLAO AV. & PARAGUAY,CALLAO AV.,0,PARAGUAY,3030,17017,POINT(106445.4140625 103387.7265625),0,6,2,0,-58.39303578,-34.59871179
8033,5546,POLICIA FEDERAL 2015,SEPTIEMBRE,48,18/09/2015,10:05:00 PM,VEHICULO - PEATON,ATROPELLO,CAÑADA DE GOMEZ 4433,CAÑADA DE GOMEZ 4433,CALLE,4433 CAÑADA DE GOMEZ,CAÑADA DE GOMEZ,4433,0,3056,0,POINT(98516.4697419 94155.1033751),1,6,2,0,-58.47948891,-34.6819568
7300,5547,POLICIA FEDERAL 2015,SEPTIEMBRE,18,18/09/2015,11:20:00 AM,VEHICULO - VEHICULO,COLISION,CHILE & PASCO,CHILE y PASCO,CALLE,CHILE & PASCO,CHILE,0,PASCO,3230,17027,POINT(106023.2109375 101322.9765625),0,6,2,0,-58.39762385,-34.61732684
7600,5548,POLICIA FEDERAL 2015,SEPTIEMBRE,33,18/09/2015,1:00:00 PM,VEHICULO - VEHICULO,COLISION,CUBA & BLANCO ENCALADA,CUBA y BLANCO ENCALADA,CALLE,CUBA & BLANCO ENCALADA,CUBA,0,BLANCO ENCALADA,3197,2083,POINT(100560.59375 107895.515625),0,6,2,0,-58.45719107,-34.55809625
8034,5549,POLICIA FEDERAL 2015,SEPTIEMBRE,48,18/09/2015,9:10:00 PM,SIN DATOS,SIN DATOS,DE LA ROZA Y OLIDEN,"DE LA ROSA, JOSE I., DR. y OLIDEN",CALLE,"DE LA ROSA, JOSE I., DR. & OLIDEN","DE LA ROSA, JOSE I., DR.",0,OLIDEN,12061,16016,POINT(97652.125 96000.6171875),1,6,2,0,-58.48891563,-34.66531909
7391,5550,POLICIA FEDERAL 2015,SEPTIEMBRE,19,18/09/2015,1:15:00 AM,VEHICULO - VEHICULO,COLISION,DR TOMAS M DE ANCHORENA & BERUTI,"ANCHORENA, TOMAS MANUEL DE, DR. y BERUTI",CALLE,"ANCHORENA, TOMAS MANUEL DE, DR. & BERUTI","ANCHORENA, TOMAS MANUEL DE, DR.",0,BERUTI,1078,2071,POINT(105504.34375 104161.3671875),1,6,2,0,-58.4032997,-34.59174328
7424,5551,POLICIA FEDERAL 2015,SEPTIEMBRE,23,18/09/2015,5:30:00 PM,VEHICULO - PEATON,ATROPELLO,GUEMES Y GURRUCHAGA,GUEMES y GURRUCHAGA,CALLE,GUEMES & GURRUCHAGA,GUEMES,0,GURRUCHAGA,7098,7108,POINT(103859.5625 105096.015625),0,6,2,0,-58.42123275,-34.58332535
7820,5552,POLICIA FEDERAL 2015,SEPTIEMBRE,43,18/09/2015,6:30:00 PM,VEHICULO - VEHICULO,COLISION,J.V.GONZALEZ Y GAONA,"GONZALEZ, JOAQUIN V. y GAONA AV.",AVENIDA,"GONZALEZ, JOAQUIN V. & GAONA AV.","GONZALEZ, JOAQUIN V.",0,GAONA AV.,7066,7025,POINT(98217.03125 100514.5703125),0,6,2,0,-58.48274266,-34.62462984
8052,5553,POLICIA FEDERAL 2015,SEPTIEMBRE,52,18/09/2015,4:30:00 PM,VEHICULO - VEHICULO,COLISION,JOSE P BATLLE ORDONEZ & GUAMINI,"BATLLE Y ORDOÑEZ, JOSE P.T. y GUAMINI",CALLE,"BATLLE Y ORDOÑEZ, JOSE P.T. & GUAMINI","BATLLE Y ORDOÑEZ, JOSE P.T.",0,GUAMINI,20117,7088,POINT(98392.4921875 93854.4921875),0,6,2,0,-58.48084238,-34.68466641
7599,5554,POLICIA FEDERAL 2015,SEPTIEMBRE,33,18/09/2015,3:14:00 PM,VEHICULO - VEHICULO,COLISION,PALPA & CIUDAD DE LA PAZ,PALPA y CIUDAD DE LA PAZ,CALLE,PALPA & CIUDAD DE LA PAZ,PALPA,0,CIUDAD DE LA PAZ,17012,3128,POINT(101439.6953125 106509.5546875),0,6,2,0,-58.44761006,-34.57058917
7483,5555,POLICIA FEDERAL 2015,SEPTIEMBRE,28,18/09/2015,1:10:00 PM,VEHICULO - MOTO,COLISION,PATAGONES Y M. GARCIA,"PATAGONES y GARCIA, MANUEL",CALLE,"PATAGONES & GARCIA, MANUEL",PATAGONES,0,"GARCIA, MANUEL",17032,7030,POINT(106076.4453125 99171.484375),0,6,2,0,-58.39702812,-34.6367209
7907,5556,POLICIA FEDERAL 2015,SEPTIEMBRE,36,18/09/2015,8:30:00 PM,VEHICULO - VEHICULO,COLISION,PORTELA &  CRUZ,"PORTELA y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",AVENIDA,"PORTELA & FERNANDEZ DE LA CRUZ, F., GRAL. AV.",PORTELA,0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",17111,3195,POINT(101720.4453125 96483.15625),1,6,2,0,-58.44453085,-34.66097078
7210,5557,POLICIA FEDERAL 2015,SEPTIEMBRE,46,18/09/2015,4:00:00 PM,VEHICULO - VEHICULO,COLISION,RAMON CASTILLO Y CALLE 12,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",AVENIDA,"CASTILLO, RAMON S., PRES. AV. & CALLE 12 (NO OFICIAL)","CASTILLO, RAMON S., PRES. AV.",0,CALLE 12 (NO OFICIAL),3253,50044,POINT(107127.502364205 105660.397709293),0,6,2,0,-58.38561901,-34.57822046
7279,5558,POLICIA FEDERAL 2015,SEPTIEMBRE,9,18/09/2015,9:20:00 AM,VEHICULO - PEATON,ATROPELLO,TUCUMAN & SANCHEZ DE BUSTAMANTE,TUCUMAN y SANCHEZ DE BUSTAMANTE,CALLE,TUCUMAN & SANCHEZ DE BUSTAMANTE,TUCUMAN,0,SANCHEZ DE BUSTAMANTE,21060,20029,POINT(104548.046875 103252.6640625),0,6,2,0,-58.41371896,-34.59993935
7970,5559,POLICIA FEDERAL 2015,SEPTIEMBRE,42,18/09/2015,6:25:00 PM,VEHICULO - VEHICULO,COLISION,ULRICO SCHMIDEL & GUAMINI,"SCHMIDL, ULRICO y GUAMINI",CALLE,"SCHMIDL, ULRICO & GUAMINI","SCHMIDL, ULRICO",0,GUAMINI,20083,7088,POINT(95021.734375 97008.9921875),0,6,2,0,-58.51760742,-34.65621971
7906,5560,POLICIA FEDERAL 2015,SEPTIEMBRE,36,18/09/2015,12:45:00 PM,VEHICULO - MOTO,COLISION,VARELA & MENDEZ,VARELA AV. y MENDEZ,AVENIDA,VARELA AV. & MENDEZ,VARELA AV.,0,MENDEZ,23011,13156,POINT(102633.2578125 96676.046875),0,6,2,0,-58.43457309,-34.65923011
8229,5561,POLICIA FEDERAL 2015,OCTUBRE,9,18/10/2015,8:45:00 PM,VEHICULO - MOTO,COLISION,5 DR TOMAS M DE ANCHORENA,"ANCHORENA, TOMAS MANUEL DE, DR. 5",CALLE,"5 ANCHORENA, TOMAS MANUEL DE, DR.","ANCHORENA, TOMAS MANUEL DE, DR.",5,0,1078,0,POINT(104733.850445 102093.395519),1,1,2,0,-58.41168703,-34.61038866
8367,5562,POLICIA FEDERAL 2015,OCTUBRE,16,18/10/2015,2:10:00 PM,VEHICULO - BICICLETA,COLISION,AV SAN JUAN Y LIMA,SAN JUAN AV. y LIMA,AVENIDA,SAN JUAN AV. & LIMA,SAN JUAN AV.,0,LIMA,20040,12112,POINT(107508.2109375 100785.4140625),0,1,2,0,-58.38142699,-34.62216292
8265,5563,POLICIA FEDERAL 2015,OCTUBRE,20,18/10/2015,4:20:00 PM,MOTO - PEATON,ATROPELLO,AV. SAN JUAN 2672,SAN JUAN AV. 2672,AVENIDA,2672 SAN JUAN AV.,SAN JUAN AV.,2672,0,20040,0,POINT(105640.428741 100603.113853),0,1,2,0,-58.40179289,-34.62381812
8882,5564,POLICIA FEDERAL 2015,OCTUBRE,1054,18/10/2015,12:00:00 PM,VEHICULO - MOTO,COLISION,AV.GENERAL PAZ Y IBARROLA,"PAZ, GRAL. AV. e IBARROLA",AVENIDA,"PAZ, GRAL. AV. & IBARROLA","PAZ, GRAL. AV.",0,IBARROLA,17041,9002,POINT(93980.3515625 98614.6875),0,1,2,0,-58.52895624,-34.64173976
8881,5565,POLICIA FEDERAL 2015,OCTUBRE,1054,18/10/2015,9:05:00 AM,VEHICULO - PEATON,ATROPELLO,AV.RIVADAVIA Y MIRALLA,RIVADAVIA AV. y MIRALLA,AVENIDA,RIVADAVIA AV. & MIRALLA,RIVADAVIA AV.,0,MIRALLA,19046,13086,POINT(95588.859375 98881.1171875),0,1,2,0,-58.51141085,-34.63934633
8760,5566,POLICIA FEDERAL 2015,OCTUBRE,36,18/10/2015,5:45:00 PM,VEHICULO - MOTO,COLISION,AVDA ITE FRANCISCO RABANAL & AVDA LAFUENTE,"RABANAL, FRANCISCO, INTENDENTE AV. y LAFUENTE",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV. & LAFUENTE","RABANAL, FRANCISCO, INTENDENTE AV.",0,LAFUENTE,19057,12023,POINT(102449.7109375 96090.671875),0,1,2,0,-58.4365738,-34.66450732
8629,5567,POLICIA FEDERAL 2015,OCTUBRE,50,18/10/2015,2:30:00 PM,VEHICULO - MOTO,COLISION,AVDA JUAN B JUSTO Y TERRADA,"JUSTO, JUAN B. AV. y TERRADA",AVENIDA,"JUSTO, JUAN B. AV. & TERRADA","JUSTO, JUAN B. AV.",0,TERRADA,10018,21021,POINT(98911.0390625 101357.6875),0,1,2,0,-58.47517354,-34.61703066
8524,5568,POLICIA FEDERAL 2015,OCTUBRE,10,18/10/2015,5:00:00 AM,VEHICULO - MOTO,COLISION,AVDA RIVADAVIA & REP DE INDONESIA,RIVADAVIA AV. y REPUBLICA DE INDONESIA,AVENIDA,RIVADAVIA AV. & REPUBLICA DE INDONESIA,RIVADAVIA AV.,0,REPUBLICA DE INDONESIA,19046,19025,POINT(102974.328125 101491.421875),1,1,2,0,-58.43086885,-34.61582161
8759,5569,POLICIA FEDERAL 2015,OCTUBRE,36,18/10/2015,1:30:00 PM,MOTO - MOTO,COLISION,CRISOSTOMO ALVAREZ & DON S. SOMBRA,"ALVAREZ, CRISOSTOMO y DON SEGUNDO SOMBRA",CALLE,"ALVAREZ, CRISOSTOMO & DON SEGUNDO SOMBRA","ALVAREZ, CRISOSTOMO",0,DON SEGUNDO SOMBRA,1053,4087,POINT(100192.484375 97881),0,1,2,0,-58.46120039,-34.64837147
8584,5570,POLICIA FEDERAL 2015,OCTUBRE,34,18/10/2015,1:20:00 PM,VEHICULO - VEHICULO,COLISION,CRUZ Y GUAL ,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y GUAL",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. & GUAL","FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,GUAL,3195,7085,POINT(103548.2734375 98348.8046875),0,1,2,0,-58.42459782,-34.64414857
8419,5571,POLICIA FEDERAL 2015,OCTUBRE,25,18/10/2015,2:00:00 AM,VEHICULO - VEHICULO,COLISION,EL SALVADOR & ARAOZ,EL SALVADOR y ARAOZ,CALLE,EL SALVADOR & ARAOZ,EL SALVADOR,0,ARAOZ,5050,1095,POINT(103591 104189.984375),1,1,2,0,-58.42415614,-34.59149368
8852,5572,POLICIA FEDERAL 2015,OCTUBRE,48,18/10/2015,1:45:00 PM,VEHICULO - VEHICULO,COLISION,G. DE LAFERRERE Y CORVALAN,"LAFERRERE, GREGORIO DE y CORVALAN",CALLE,"LAFERRERE, GREGORIO DE & CORVALAN","LAFERRERE, GREGORIO DE",0,CORVALAN,12018,3179,POINT(97935.96875 96876.46875),0,1,2,0,-58.48581668,-34.65742449
8213,5573,POLICIA FEDERAL 2015,OCTUBRE,8,18/10/2015,12:12:00 AM,VEHICULO - MOTO,COLISION,INDEPENDENCIA Y LA RIOJA,INDEPENDENCIA AV. y LA RIOJA,AVENIDA,INDEPENDENCIA AV. & LA RIOJA,INDEPENDENCIA AV.,0,LA RIOJA,9010,12169,POINT(105091.6015625 101058.03125),1,1,2,0,-58.40778036,-34.61972015
8851,5574,POLICIA FEDERAL 2015,OCTUBRE,48,18/10/2015,11:41:00 AM,VEHICULO - MOTO,COLISION,T. GORDILLO Y ZELARRAYAN,"GORDILLO, TIMOTEO y ZELARRAYAN",CALLE,"GORDILLO, TIMOTEO & ZELARRAYAN","GORDILLO, TIMOTEO",0,ZELARRAYAN,7070,27016,POINT(98157 94657.2890625),0,1,2,0,-58.48341042,-34.67742934
9758,5575,POLICIA FEDERAL 2015,NOVIEMBRE,1054,18/11/2015,11:42:00 PM,SIN DATOS,SIN DATOS, ACCESO COLECTORA GRAL PAZ,,CALLE,,,,,,,,1,4,2,0,,
9393,5576,POLICIA FEDERAL 2015,NOVIEMBRE,11,18/11/2015,3:15:00 PM,VEHICULO - MOTO,COLISION,4315 AVDA CORRIENTES,CORRIENTES AV. 4315,AVENIDA,4315 CORRIENTES AV.,CORRIENTES AV.,4315,0,3174,0,POINT(103426.759248 102958.314604),0,4,2,0,-58.42594154,-34.60259704
8936,5577,POLICIA FEDERAL 2015,NOVIEMBRE,4,18/11/2015,5:10:00 PM,VEHICULO - MOTO,COLISION,AV 9 DE JULIO Y VENEZUELA,9 DE JULIO AV. y REPUBLICA BOLIVARIANA DE VENEZUELA,AVENIDA,9 DE JULIO AV. & REPUBLICA BOLIVARIANA DE VENEZUELA,9 DE JULIO AV.,0,REPUBLICA BOLIVARIANA DE VENEZUELA,14029,23033,POINT(107522.6875 101663.6875),0,4,2,0,-58.38127686,-34.61424571
8938,5578,POLICIA FEDERAL 2015,NOVIEMBRE,4,18/11/2015,9:00:00 PM,VEHICULO - MOTO,COLISION,AV BELGRANO Y LIMA,BELGRANO AV. y LIMA,AVENIDA,BELGRANO AV. & LIMA,BELGRANO AV.,0,LIMA,2051,12112,POINT(107478.9765625 101787.453125),1,4,2,0,-58.38175454,-34.61313036
8937,5579,POLICIA FEDERAL 2015,NOVIEMBRE,4,18/11/2015,3:20:00 PM,VEHICULO - VEHICULO,COLISION,AV BERNARDO DE IRIGOYEN Y CHILE,"IRIGOYEN, BERNARDO DE y CHILE",CALLE,"IRIGOYEN, BERNARDO DE & CHILE","IRIGOYEN, BERNARDO DE",0,CHILE,9019,3230,POINT(107610.46875 101421.546875),0,4,2,0,-58.38031759,-34.61642782
9357,5580,POLICIA FEDERAL 2015,NOVIEMBRE,37,18/11/2015,1:40:00 PM,VEHICULO - VEHICULO,COLISION,AV. ALVAREZ THOMAS Y HEREDIA,ALVAREZ THOMAS AV. y HEREDIA,AVENIDA,ALVAREZ THOMAS AV. & HEREDIA,ALVAREZ THOMAS AV.,0,HEREDIA,1059,8008,POINT(100008.3203125 105644.9921875),0,4,2,0,-58.4632088,-34.57838367
9188,5581,POLICIA FEDERAL 2015,NOVIEMBRE,53,18/11/2015,9:15:00 PM,VEHICULO - PEATON,ATROPELLO,AV. LAS HERAS Y CNEL. DIAZ,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",AVENIDA,"LAS HERAS GENERAL AV. & DIAZ, CNEL. AV.",LAS HERAS GENERAL AV.,0,"DIAZ, CNEL. AV.",12076,4073,POINT(105241.3203125 105080.4921875),1,4,2,0,-58.40617238,-34.58345924
8921,5582,POLICIA FEDERAL 2015,NOVIEMBRE,3,18/11/2015,1:35:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA CORDOBA & LIBERTAD,CORDOBA AV. y LIBERTAD,AVENIDA,CORDOBA AV. & LIBERTAD,CORDOBA AV.,0,LIBERTAD,3165,12106,POINT(107271.6171875 103337.3828125),0,4,2,0,-58.38402861,-34.59916013
9392,5583,POLICIA FEDERAL 2015,NOVIEMBRE,11,18/11/2015,1:30:00 AM,VEHICULO - MOTO,COLISION,AVDA CORRIENTES & AVDA ESTADO DE ISRAEL,CORRIENTES AV. y ESTADO DE ISRAEL AV.,AVENIDA,CORRIENTES AV. & ESTADO DE ISRAEL AV.,CORRIENTES AV.,0,ESTADO DE ISRAEL AV.,3174,5086,POINT(102852.84375 103016.703125),1,4,2,0,-58.43219849,-34.60207242
8968,5584,POLICIA FEDERAL 2015,NOVIEMBRE,22,18/11/2015,12:15:00 PM,VEHICULO - MOTO,COLISION,AVDA EDUARDO MADERO & VIAMONTE,"MADERO, EDUARDO AV. y VIAMONTE",AVENIDA,"MADERO, EDUARDO AV. & VIAMONTE","MADERO, EDUARDO AV.",0,VIAMONTE,13008,23045,POINT(108643.546875 103314.6953125),0,4,2,0,-58.3690724,-34.59935409
9507,5585,POLICIA FEDERAL 2015,NOVIEMBRE,50,18/11/2015,2:00:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA GAONA Y GRAL JOSE G ARTIGAS,"GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",AVENIDA,"GAONA AV. & ARTIGAS, JOSE GERVASIO, GRAL.",GAONA AV.,0,"ARTIGAS, JOSE GERVASIO, GRAL.",7025,1125,POINT(99468.640625 101272.6328125),0,4,2,0,-58.46909364,-34.61779784
8969,5586,POLICIA FEDERAL 2015,NOVIEMBRE,22,18/11/2015,4:30:00 PM,VEHICULO - MOTO,COLISION,AVDA ING HUERGO & MEXICO,"HUERGO, ING. AV. y MEXICO",AVENIDA,"HUERGO, ING. AV. & MEXICO","HUERGO, ING. AV.",0,MEXICO,8030,13076,POINT(108845.34375 101625.7578125),0,4,2,0,-58.36685504,-34.61457715
9483,5587,POLICIA FEDERAL 2015,NOVIEMBRE,238,18/11/2015,6:33:00 PM,VEHICULO - VEHICULO,COLISION,AVDA RIVADAVIA & AVDA CARABOBO,RIVADAVIA AV. y CARABOBO AV.,AVENIDA,RIVADAVIA AV. & CARABOBO AV.,RIVADAVIA AV.,0,CARABOBO AV.,19046,3061,POINT(100604.3125 100288.7421875),0,4,2,0,-58.45670979,-34.62666705
8998,5588,POLICIA FEDERAL 2015,NOVIEMBRE,6,18/11/2015,2:02:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA. ENTRE RIOS Y MEXICO,ENTRE RIOS AV. y MEXICO,AVENIDA,ENTRE RIOS AV. & MEXICO,ENTRE RIOS AV.,0,MEXICO,5061,13076,POINT(106570.4140625 101503.0546875),0,4,2,0,-58.39165864,-34.61570021
9114,5589,POLICIA FEDERAL 2015,NOVIEMBRE,15,18/11/2015,1:30:00 PM,VEHICULO - MOTO,COLISION,C.PELLEGRINI Y ARROYO,"PELLEGRINI, CARLOS y ARROYO",CALLE,"PELLEGRINI, CARLOS & ARROYO","PELLEGRINI, CARLOS",0,ARROYO,17052,1124,POINT(107499.0078125 104175.7578125),0,4,2,0,-58.38155708,-34.59160104
